City_Country,lat,lng,city,country
"Xızı, Xızı - Azerbaijan",40.9078,49.0733,Xızı,Azerbaijan
"Bovec, Bovec - Slovenia",46.3378,13.5522,Bovec,Slovenia
"Plasnica, Plasnica - North Macedonia",41.4667,21.1167,Plasnica,North Macedonia
"Chiradzulu, Chiradzulu - Malawi",-15.7,35.1833,Chiradzulu,Malawi
"Alto Río Senguer, Chubut - Argentina",-45.0167,-70.8167,Alto Río Senguer,Argentina
"Sierra Colorada, Río Negro - Argentina",-40.5833,-67.8,Sierra Colorada,Argentina
"Rogatec, Rogatec - Slovenia",46.2243,15.7052,Rogatec,Slovenia
"Għarb, Għarb - Malta",36.0611,14.2092,Għarb,Malta
"Iracoubo, French Guiana - French Guiana",5.4804,-53.22,Iracoubo,French Guiana
"Bourke, New South Wales - Australia",-30.1,145.9333,Bourke,Australia
"Zrnovci, Zrnovci - North Macedonia",41.8542,22.4442,Zrnovci,North Macedonia
"Oktyabr’skiy, Kamchatskiy Kray - Russia",52.6636,156.2387,Oktyabr’skiy,Russia
"Kipili, Rukwa - Tanzania",-7.4329,30.6,Kipili,Tanzania
"Ungoofaaru, Maalhosmadulu Uthuruburi - Maldives",5.6681,73.0306,Ungoofaaru,Maldives
"Vuzenica, Vuzenica - Slovenia",46.5992,15.1669,Vuzenica,Slovenia
"Ust’-Kuyga, Sakha (Yakutiya) - Russia",70.0171,135.6,Ust’-Kuyga,Russia
"Eldikan, Sakha (Yakutiya) - Russia",60.8,135.1833,Eldikan,Russia
"Tumby Bay, South Australia - Australia",-34.3667,136.1,Tumby Bay,Australia
"Turnišče, Turnišče - Slovenia",46.6194,16.3223,Turnišče,Slovenia
"Miren, Miren-Kostanjevica - Slovenia",45.8962,13.6072,Miren,Slovenia
"Chibemba, Huíla - Angola",-15.7355,13.8905,Chibemba,Angola
"Alexander Bay, Northern Cape - South Africa",-28.6083,16.5033,Alexander Bay,South Africa
"Halls Creek, Western Australia - Australia",-18.23,127.67,Halls Creek,Australia
"Tajarhī, Murzuq - Libya",24.2622,14.5603,Tajarhī,Libya
"Artëmovsk, Krasnoyarskiy Kray - Russia",54.3483,93.4356,Artëmovsk,Russia
"Nova Crnja, Nova Crnja - Serbia",45.6667,20.6,Nova Crnja,Serbia
"Lokwabe, Kgalagadi - Botswana",-24.0961,21.7781,Lokwabe,Botswana
"Clervaux, Clervaux - Luxembourg",50.05,6.0333,Clervaux,Luxembourg
"Dragomer, Log-Dragomer - Slovenia",46.0189,14.382,Dragomer,Slovenia
"Munxar, Munxar - Malta",36.0303,14.2353,Munxar,Malta
"Kranjska Gora, Kranjska Gora - Slovenia",46.4854,13.7871,Kranjska Gora,Slovenia
"Šentjernej, Šentjernej - Slovenia",45.8389,15.3361,Šentjernej,Slovenia
"Peterborough, South Australia - Australia",-32.9667,138.8333,Peterborough,Australia
"Cerkno, Cerkno - Slovenia",46.1278,13.9875,Cerkno,Slovenia
"Oplotnica, Oplotnica - Slovenia",46.386,15.4458,Oplotnica,Slovenia
"Machinga, Machinga - Malawi",-14.9667,35.5167,Machinga,Malawi
"Port Denison, Western Australia - Australia",-29.275,114.9194,Port Denison,Australia
"Tsau, North West - Botswana",-20.165,22.4544,Tsau,Botswana
"Uummannaq, Avannaata - Greenland",70.6747,-52.1264,Uummannaq,Greenland
"Xocalı, Xocalı - Azerbaijan",39.9111,46.7892,Xocalı,Azerbaijan
"Šmartno, Šmartno pri Litiji - Slovenia",46.0441,14.8466,Šmartno,Slovenia
"Penola, South Australia - Australia",-37.3786,140.8362,Penola,Australia
"Mirna, Mirna - Slovenia",45.9476,15.0664,Mirna,Slovenia
"Kazachye, Sakha (Yakutiya) - Russia",70.7522,136.2342,Kazachye,Russia
"Nakhodka, Yamalo-Nenetskiy Avtonomnyy Okrug - Russia",67.7206,77.6617,Nakhodka,Russia
"Selnica ob Dravi, Selnica ob Dravi - Slovenia",46.5514,15.4947,Selnica ob Dravi,Slovenia
"Kingston South East, South Australia - Australia",-36.8167,139.85,Kingston South East,Australia
"Nyimba, Eastern - Zambia",-14.5495,30.81,Nyimba,Zambia
"Veymandoo, Kolhumadulu - Maldives",2.1881,73.0947,Veymandoo,Maldives
"Lubutu, Maniema - Congo (Kinshasa)",-0.7431,26.5833,Lubutu,Congo (Kinshasa)
"Wagin, Western Australia - Australia",-33.3167,117.35,Wagin,Australia
"Fulacunda, Quinara - Guinea-Bissau",11.773,-15.195,Fulacunda,Guinea-Bissau
"Paamiut, Sermersooq - Greenland",61.9944,-49.6667,Paamiut,Greenland
"Greytown, Río San Juan - Nicaragua",10.9167,-83.7,Greytown,Nicaragua
"Bala Cangamba, Moxico - Angola",-13.6833,19.8667,Bala Cangamba,Angola
"Tarutung, Sumatera Utara - Indonesia",2.0167,98.9667,Tarutung,Indonesia
"Santo António, Príncipe - Sao Tome and Principe",1.6367,7.4178,Santo António,Sao Tome and Principe
"Novaci, Novaci - North Macedonia",41.0419,21.4561,Novaci,North Macedonia
"Bosilovo, Bosilovo - North Macedonia",41.4406,22.7278,Bosilovo,North Macedonia
"Safotu, Gagaifomauga - Samoa",-13.4528,-172.4036,Safotu,Samoa
"Kalbarri, Western Australia - Australia",-27.71,114.16,Kalbarri,Australia
"Villa Rumipal, Córdoba - Argentina",-32.1879,-64.4803,Villa Rumipal,Argentina
"Dornava, Dornava - Slovenia",46.4299,15.9488,Dornava,Slovenia
"Mogila, Mogila - North Macedonia",41.1083,21.3786,Mogila,North Macedonia
"Kidričevo, Kidričevo - Slovenia",46.406,15.7983,Kidričevo,Slovenia
"Katherine, Northern Territory - Australia",-14.4667,132.2667,Katherine,Australia
"Mabaruma, Barima-Waini - Guyana",8.2,-59.7833,Mabaruma,Guyana
"Tulagi, Central - Solomon Islands",-9.1014,160.1467,Tulagi,Solomon Islands
"Novo Selo, Novo Selo - North Macedonia",41.4128,22.88,Novo Selo,North Macedonia
"Barcaldine, Queensland - Australia",-23.5569,145.2883,Barcaldine,Australia
"Villa Martín Colchak, Potosí - Bolivia",-20.7406,-67.6606,Villa Martín Colchak,Bolivia
"Ubombo, KwaZulu-Natal - South Africa",-27.5667,32.0833,Ubombo,South Africa
"Regedor Quissico, Inhambane - Mozambique",-24.7257,34.766,Regedor Quissico,Mozambique
"Çeleken, Balkan - Turkmenistan",39.4362,53.1226,Çeleken,Turkmenistan
"Isangel, Tafea - Vanuatu",-19.53,169.28,Isangel,Vanuatu
"Buluko, Nord-Kivu - Congo (Kinshasa)",-0.757,28.528,Buluko,Congo (Kinshasa)
"Leulumoega, A‘ana - Samoa",-13.8167,-171.9167,Leulumoega,Samoa
"Faetano, Faetano - San Marino",43.9256,12.4983,Faetano,San Marino
"Horjul, Horjul - Slovenia",46.023,14.2981,Horjul,Slovenia
"Ağdam, Tovuz - Azerbaijan",40.9053,45.5564,Ağdam,Azerbaijan
"Črenšovci, Črenšovci - Slovenia",46.5747,16.2937,Črenšovci,Slovenia
"Daga, Dagana - Bhutan",27.0667,89.8833,Daga,Bhutan
"Los Blancos, Salta - Argentina",-23.6,-62.6,Los Blancos,Argentina
"Kanal, Kanal ob Soči - Slovenia",46.088,13.6347,Kanal,Slovenia
"Asau, Vaisigano - Samoa",-13.5194,-172.6372,Asau,Samoa
"Gorenja Vas, Gorenja Vas-Poljane - Slovenia",46.1069,14.1451,Gorenja Vas,Slovenia
"Lavrentiya, Chukotskiy Avtonomnyy Okrug - Russia",65.5842,-170.9889,Lavrentiya,Russia
"Puerto Acosta, La Paz - Bolivia",-15.5333,-69.25,Puerto Acosta,Bolivia
"Verkhoyansk, Sakha (Yakutiya) - Russia",67.55,133.3833,Verkhoyansk,Russia
"Mirbāţ, Z̧ufār - Oman",16.9886,54.6922,Mirbāţ,Oman
"Ñacunday, Alto Paraná - Paraguay",-26.02,-54.77,Ñacunday,Paraguay
"Poljčane, Poljčane - Slovenia",46.3135,15.5791,Poljčane,Slovenia
"Dikson, Krasnoyarskiy Kray - Russia",73.507,80.5451,Dikson,Russia
"Uad Damran, Laâyoune-Sakia El Hamra - Morocco",27.4181,-12.9842,Uad Damran,Morocco
"Plužine, Plužine - Montenegro",43.15,18.83,Plužine,Montenegro
"Ljubno, Ljubno - Slovenia",46.3333,14.8333,Ljubno,Slovenia
"Susques, Jujuy - Argentina",-23.4167,-66.4833,Susques,Argentina
"Upernavik, Avannaata - Greenland",72.7869,-56.1472,Upernavik,Greenland
"Schellenberg, Schellenberg - Liechtenstein",47.2336,9.5481,Schellenberg,Liechtenstein
"Chumikan, Khabarovskiy Kray - Russia",54.7,135.2833,Chumikan,Russia
"Innisfail, Queensland - Australia",-17.5238,146.0311,Innisfail,Australia
"Klyuchi, Kamchatskiy Kray - Russia",56.3167,160.8333,Klyuchi,Russia
"Kobarid, Kobarid - Slovenia",46.2464,13.578,Kobarid,Slovenia
"Qasigiannguit, Qeqertalik - Greenland",68.8201,-51.1932,Qasigiannguit,Greenland
"Benedikt, Benedikt - Slovenia",46.6065,15.8842,Benedikt,Slovenia
"Mazatán, Sonora - Mexico",29.0167,-110.1333,Mazatán,Mexico
"Hagåtña, Guam - Guam",13.4745,144.7504,Hagåtña,Guam
"Fulin, Sichuan - China",29.3489,102.6767,Fulin,China
"Andrijevica, Andrijevica - Montenegro",42.73,19.79,Andrijevica,Montenegro
"Oranjestad, Sint Eustatius - Bonaire, Sint Eustatius, and Saba",17.4833,-62.9833,Oranjestad,"Bonaire, Sint Eustatius, and Saba"
"Mata-Utu, Uvea - Wallis and Futuna",-13.2833,-176.1833,Mata-Utu,Wallis and Futuna
"Ouyen, Victoria - Australia",-35.0667,142.3167,Ouyen,Australia
"Gornji Grad, Gornji Grad - Slovenia",46.2961,14.8052,Gornji Grad,Slovenia
"Mirna Peč, Mirna Peč - Slovenia",45.858,15.0876,Mirna Peč,Slovenia
"Hughenden, Queensland - Australia",-20.8438,144.1986,Hughenden,Australia
"Haya, Red Sea - Sudan",18.3461,36.3969,Haya,Sudan
"Cowell, South Australia - Australia",-33.6833,136.9167,Cowell,Australia
"Yélimané, Kayes - Mali",15.118,-10.572,Yélimané,Mali
"Središče ob Dravi, Središče ob Dravi - Slovenia",46.3933,16.2722,Središče ob Dravi,Slovenia
"General Eugenio A. Garay, Boquerón - Paraguay",-20.52,-62.21,General Eugenio A. Garay,Paraguay
"Montegiardino, Montegiardino - San Marino",43.9089,12.4844,Montegiardino,San Marino
"Streaky Bay, South Australia - Australia",-32.799,134.2048,Streaky Bay,Australia
"Moravče, Moravče - Slovenia",46.1356,14.7439,Moravče,Slovenia
"Príncipe da Beira, Rondônia - Brazil",-12.4167,-64.4166,Príncipe da Beira,Brazil
"Lufilufi, Atua - Samoa",-13.85,-171.5833,Lufilufi,Samoa
"Dobrovnik, Dobrovnik - Slovenia",46.6515,16.3479,Dobrovnik,Slovenia
"Daraj, Nālūt - Libya",30.15,10.45,Daraj,Libya
"Fontana, Fontana - Malta",36.0364,14.2422,Fontana,Malta
"Dobrova, Dobrova-Polhov Gradec - Slovenia",46.0533,14.4144,Dobrova,Slovenia
"Ayan, Khabarovskiy Kray - Russia",56.4583,138.1681,Ayan,Russia
"Konče, Konče - North Macedonia",41.4958,22.3825,Konče,North Macedonia
"Shamva, Mashonaland Central - Zimbabwe",-17.3167,31.55,Shamva,Zimbabwe
"Laverton, Western Australia - Australia",-28.6278,122.4031,Laverton,Australia
"Veržej, Veržej - Slovenia",46.5818,16.1623,Veržej,Slovenia
"Komenda, Komenda - Slovenia",46.2073,14.539,Komenda,Slovenia
"Dolenjske Toplice, Dolenjske Toplice - Slovenia",45.7545,15.0583,Dolenjske Toplice,Slovenia
"Nazarje, Nazarje - Slovenia",46.3202,14.9531,Nazarje,Slovenia
"Rostuša, Mavrovo i Rostuše - North Macedonia",41.61,20.6,Rostuša,North Macedonia
"Hoskins, West New Britain - Papua New Guinea",-5.4746,150.41,Hoskins,Papua New Guinea
"Velika Polana, Velika Polana - Slovenia",46.5719,16.3472,Velika Polana,Slovenia
"Luanza, Haut-Katanga - Congo (Kinshasa)",-8.6996,28.7,Luanza,Congo (Kinshasa)
"Meningie, South Australia - Australia",-35.6883,139.3378,Meningie,Australia
"Vitanje, Vitanje - Slovenia",46.3825,15.2956,Vitanje,Slovenia
"Gorišnica, Gorišnica - Slovenia",46.4122,16.0131,Gorišnica,Slovenia
"Winton, Queensland - Australia",-22.3913,143.0381,Winton,Australia
"Hamilton, Hamilton - Bermuda",32.293,-64.782,Hamilton,Bermuda
"Yulara, Northern Territory - Australia",-25.2069,130.971,Yulara,Australia
"Gingin, Western Australia - Australia",-31.34,115.91,Gingin,Australia
"Jegunovce, Jegunovce - North Macedonia",42.0731,21.1231,Jegunovce,North Macedonia
"Ozurgeti, Guria - Georgia",41.9406,41.9906,Ozurgeti,Georgia
"Pesnica, Pesnica - Slovenia",46.6099,15.6714,Pesnica,Slovenia
"Sodražica, Sodražica - Slovenia",45.7616,14.6363,Sodražica,Slovenia
"Godhavn, Qeqertalik - Greenland",69.2472,-53.5333,Godhavn,Greenland
"Stari Trg, Loška Dolina - Slovenia",45.7142,14.4695,Stari Trg,Slovenia
"Preddvor, Preddvor - Slovenia",46.3052,14.4203,Preddvor,Slovenia
"Vatican City, Vatican City - Vatican City",41.904,12.453,Vatican City,Vatican City
"Charaña, La Paz - Bolivia",-17.5919,-69.4456,Charaña,Bolivia
"Onslow, Western Australia - Australia",-21.64,115.11,Onslow,Australia
"Zgornja Hajdina, Hajdina - Slovenia",46.4057,15.8385,Zgornja Hajdina,Slovenia
"Bicheno, Tasmania - Australia",-41.8667,148.2833,Bicheno,Australia
"Omolon, Chukotskiy Avtonomnyy Okrug - Russia",65.2667,160.4667,Omolon,Russia
"Vailoa, Palauli - Samoa",-13.7558,-172.3064,Vailoa,Samoa
"Starše, Starše - Slovenia",46.4664,15.7675,Starše,Slovenia
"Muhembo, North West - Botswana",-18.2996,21.8,Muhembo,Botswana
"Sveta Trojica v Slovenskih Goricah, Sveta Trojica v Slovenskih Goricah - Slovenia",46.5756,15.8769,Sveta Trojica v Slovenskih Goricah,Slovenia
"Moravske-Toplice, Moravske Toplice - Slovenia",46.6927,16.2281,Moravske-Toplice,Slovenia
"San Lawrenz, San Lawrenz - Malta",36.055,14.2042,San Lawrenz,Malta
"Yaren, Yaren - Nauru",-0.5477,166.9209,Yaren,Nauru
"Yerëma, Irkutskaya Oblast’ - Russia",60.3808,107.7794,Yerëma,Russia
"Wyndham, Western Australia - Australia",-15.4825,128.1228,Wyndham,Australia
"Rankovce, Rankovce - North Macedonia",42.1719,22.1167,Rankovce,North Macedonia
"Comallo, Río Negro - Argentina",-41.0333,-70.2667,Comallo,Argentina
"Velike Lašče, Velike Lašče - Slovenia",45.8363,14.6377,Velike Lašče,Slovenia
"Jamestown, Saint Helena - Saint Helena, Ascension, and Tristan da Cunha",-15.9251,-5.7179,Jamestown,"Saint Helena, Ascension, and Tristan da Cunha"
"Hvalba, Hvalba - Faroe Islands",61.6,-6.9556,Hvalba,Faroe Islands
"Zhilinda, Sakha (Yakutiya) - Russia",70.1333,113.9833,Zhilinda,Russia
"Satadougou, Kayes - Mali",12.617,-11.4066,Satadougou,Mali
"Lakatoro, Malampa - Vanuatu",-16.1069,167.4208,Lakatoro,Vanuatu
"Mokronog, Mokronog-Trebelno - Slovenia",45.9426,15.149,Mokronog,Slovenia
"Roebourne, Western Australia - Australia",-20.7667,117.15,Roebourne,Australia
"Manily, Kamchatskiy Kray - Russia",62.4908,165.3298,Manily,Russia
"Zhaltyr, Aqmola - Kazakhstan",51.6324,69.8328,Zhaltyr,Kazakhstan
"Sopište, Sopište - North Macedonia",41.95,21.4333,Sopište,North Macedonia
"Kostanjevica na Krki, Kostanjevica na Krki - Slovenia",45.8463,15.4249,Kostanjevica na Krki,Slovenia
"Pannawonica, Western Australia - Australia",-21.6333,116.3333,Pannawonica,Australia
"Linxi, Inner Mongolia - China",43.5171,118.0333,Linxi,China
"Ituni, Upper Demerara-Berbice - Guyana",5.5333,-58.25,Ituni,Guyana
"Meekatharra, Western Australia - Australia",-26.5936,118.4953,Meekatharra,Australia
"Obleševo, Češinovo-Obleševo - North Macedonia",41.8833,22.3339,Obleševo,North Macedonia
"Qubadlı, Qubadlı - Azerbaijan",39.3439,46.5797,Qubadlı,Azerbaijan
"Leonora, Western Australia - Australia",-28.8845,121.3308,Leonora,Australia
"Massangena, Gaza - Mozambique",-21.5378,32.9564,Massangena,Mozambique
"Gawler, South Australia - Australia",-34.5981,138.745,Gawler,Australia
"Qaanaaq, Avannaata - Greenland",77.4667,-69.2306,Qaanaaq,Greenland
"Komen, Komen - Slovenia",45.8159,13.7507,Komen,Slovenia
"Šmartno, Šmartno ob Paki - Slovenia",46.3297,15.0325,Šmartno,Slovenia
"Kozje, Kozje - Slovenia",46.074,15.559,Kozje,Slovenia
"Puconci, Puconci - Slovenia",46.7039,16.1572,Puconci,Slovenia
"Vasilevo, Vasilevo - North Macedonia",41.4758,22.6417,Vasilevo,North Macedonia
"Calatrava, Litoral - Equatorial Guinea",1.1164,9.4186,Calatrava,Equatorial Guinea
"Bangar, Temburong - Brunei",4.7086,115.0739,Bangar,Brunei
"Grad, Grad - Slovenia",46.7977,16.0984,Grad,Slovenia
"Uelen, Chukotskiy Avtonomnyy Okrug - Russia",66.1594,-169.8092,Uelen,Russia
"Nkurenkuru, Kavango West - Namibia",-17.6167,18.6,Nkurenkuru,Namibia
"Tigoa, Rennell and Bellona - Solomon Islands",-11.5583,160.0706,Tigoa,Solomon Islands
"Villa O’Higgins, Aysén - Chile",-48.4683,-72.56,Villa O’Higgins,Chile
"Kimba, South Australia - Australia",-33.1396,136.4191,Kimba,Australia
"Majšperk, Majšperk - Slovenia",46.35,15.7333,Majšperk,Slovenia
"Dibaya, Kasaï Central - Congo (Kinshasa)",-6.5095,22.87,Dibaya,Congo (Kinshasa)
"Panda, Inhambane - Mozambique",-24.0629,34.7303,Panda,Mozambique
"Gastre, Chubut - Argentina",-42.2667,-69.2167,Gastre,Argentina
"Saleaula, Gaga‘emauga - Samoa",-13.4501,-172.3335,Saleaula,Samoa
"Kəlbəcər, Kəlbəcər - Azerbaijan",40.1067,46.0383,Kəlbəcər,Azerbaijan
"Alofi, Niue - Niue",-19.056,-169.921,Alofi,Niue
"Quilpie, Queensland - Australia",-26.6161,144.2675,Quilpie,Australia
"Videm, Dobrepolje - Slovenia",45.8484,14.6944,Videm,Slovenia
"Podčetrtek, Podčetrtek - Slovenia",46.1573,15.5974,Podčetrtek,Slovenia
"Karbinci, Karbinci - North Macedonia",41.8167,22.2375,Karbinci,North Macedonia
"Sabaya, Oruro - Bolivia",-19.0147,-68.3708,Sabaya,Bolivia
"Mikhalkino, Sakha (Yakutiya) - Russia",69.4353,161.5508,Mikhalkino,Russia
"Oatlands, Tasmania - Australia",-42.3,147.3706,Oatlands,Australia
"Zgornje Jezersko, Jezersko - Slovenia",46.3951,14.4966,Zgornje Jezersko,Slovenia
"Chiramba, Manica - Mozambique",-16.8921,34.6559,Chiramba,Mozambique
"Norseman, Western Australia - Australia",-32.1961,121.7781,Norseman,Australia
"Lata, Temotu - Solomon Islands",-10.7167,165.8333,Lata,Solomon Islands
"Llica, Potosí - Bolivia",-19.85,-68.25,Llica,Bolivia
"Mereeg, Galguduud - Somalia",3.7667,47.3,Mereeg,Somalia
"Telsen, Chubut - Argentina",-42.3833,-66.95,Telsen,Argentina
"Apače, Apače - Slovenia",46.6967,15.9111,Apače,Slovenia
"Kobilje, Kobilje - Slovenia",46.6837,16.3953,Kobilje,Slovenia
"Wilcannia, New South Wales - Australia",-31.5569,143.3792,Wilcannia,Australia
"Dobrna, Dobrna - Slovenia",46.3381,15.2293,Dobrna,Slovenia
"Zgornje Gorje, Gorje - Slovenia",46.3801,14.0684,Zgornje Gorje,Slovenia
"Calenga, Bié - Angola",-11.3196,16.2,Calenga,Angola
"Southern Cross, Western Australia - Australia",-31.2306,119.3278,Southern Cross,Australia
"Lozovo, Lozovo - North Macedonia",41.7817,21.9025,Lozovo,North Macedonia
"Rečica, Rečica ob Savinji - Slovenia",46.3247,14.9228,Rečica,Slovenia
"Caluula, Bari - Somalia",11.9667,50.75,Caluula,Somalia
"Tournavista, Huánuco - Peru",-8.9322,-74.7052,Tournavista,Peru
"Felidhoo, Felidheatholhu - Maldives",3.4717,73.5472,Felidhoo,Maldives
"Tmassah, Murzuq - Libya",26.3667,15.8,Tmassah,Libya
"Puerto Pinasco, Presidente Hayes - Paraguay",-22.7167,-57.8333,Puerto Pinasco,Paraguay
"Oymyakon, Sakha (Yakutiya) - Russia",63.4608,142.7858,Oymyakon,Russia
"Tchitado, Cunene - Angola",-17.3167,13.9167,Tchitado,Angola
"Yakossi, Mbomou - Central African Republic",5.617,23.3167,Yakossi,Central African Republic
"Križevci, Križevci - Slovenia",46.5631,16.1399,Križevci,Slovenia
"Markovci, Markovci - Slovenia",46.3956,15.9314,Markovci,Slovenia
"Staro Nagoričane, Staro Nagoričane - North Macedonia",42.2,21.83,Staro Nagoričane,North Macedonia
"Šmarješke Toplice, Šmarješke Toplice - Slovenia",45.8622,15.2214,Šmarješke Toplice,Slovenia
"Karumba, Queensland - Australia",-17.4838,140.8397,Karumba,Australia
"Planken, Planken - Liechtenstein",47.1833,9.5333,Planken,Liechtenstein
"Kempsey, New South Wales - Australia",-31.0833,152.8333,Kempsey,Australia
"Mount Magnet, Western Australia - Australia",-28.06,117.8461,Mount Magnet,Australia
"Vreed-en-Hoop, Essequibo Islands-West Demerara - Guyana",6.8076,-58.1815,Vreed-en-Hoop,Guyana
"The Bottom, Saba - Bonaire, Sint Eustatius, and Saba",17.6261,-63.2492,The Bottom,"Bonaire, Sint Eustatius, and Saba"
"Richmond, Queensland - Australia",-20.7305,143.1425,Richmond,Australia
"Kullorsuaq, Avannaata - Greenland",74.5792,-57.2181,Kullorsuaq,Greenland
"Cirkulane, Cirkulane - Slovenia",46.3436,15.9941,Cirkulane,Slovenia
"Videm pri Ptuju, Videm - Slovenia",46.3699,15.8935,Videm pri Ptuju,Slovenia
"Woomera, South Australia - Australia",-31.1496,136.8,Woomera,Australia
"Brvenica, Brvenica - North Macedonia",41.9672,20.9808,Brvenica,North Macedonia
"Dhuusamarreeb, Galguduud - Somalia",5.535,46.3861,Dhuusamarreeb,Somalia
"Skopun, Skopun - Faroe Islands",61.9125,-6.8719,Skopun,Faroe Islands
"Morawa, Western Australia - Australia",-29.2111,116.0089,Morawa,Australia
"Lukovica, Lukovica - Slovenia",46.1686,14.6892,Lukovica,Slovenia
"Theodore, Queensland - Australia",-24.9472,150.0755,Theodore,Australia
"Crna Trava, Crna Trava - Serbia",42.8101,22.299,Crna Trava,Serbia
"Kuzma, Kuzma - Slovenia",46.8333,16.0833,Kuzma,Slovenia
"Eidsvold, Queensland - Australia",-25.3719,151.123,Eidsvold,Australia
"Għasri, Għasri - Malta",36.0583,14.2278,Għasri,Malta
"Buabidi, Ngäbe-Buglé - Panama",8.4667,-81.7,Buabidi,Panama
"Montes Claros, Minas Gerais - Brazil",-16.7306,-43.8639,Montes Claros,Brazil
"Cankova, Cankova - Slovenia",46.7193,16.0179,Cankova,Slovenia
"Hvannasund, Hvannasund - Faroe Islands",62.2833,-6.5167,Hvannasund,Faroe Islands
"Tsavo, Taita/Taveta - Kenya",-2.9828,38.4666,Tsavo,Kenya
"Sherlovaya Gora, Zabaykal’skiy Kray - Russia",50.5306,116.3006,Sherlovaya Gora,Russia
"Gornji Petrovci, Gornji Petrovci - Slovenia",46.805,16.2172,Gornji Petrovci,Slovenia
"Tišina, Tišina - Slovenia",46.6558,16.0933,Tišina,Slovenia
"Ribnica, Ribnica na Pohorju - Slovenia",46.5372,15.2733,Ribnica,Slovenia
"Luče, Luče - Slovenia",46.3565,14.7436,Luče,Slovenia
"Nizhneyansk, Sakha (Yakutiya) - Russia",71.4333,136.0666,Nizhneyansk,Russia
"Tandil, Buenos Aires - Argentina",-37.3167,-59.1333,Tandil,Argentina
"Espungabera, Manica - Mozambique",-20.4531,32.7725,Espungabera,Mozambique
"Šalovci, Šalovci - Slovenia",46.825,16.2981,Šalovci,Slovenia
"Brades, Saint Peter - Montserrat",16.7928,-62.2106,Brades,Montserrat
"Juršinci, Juršinci - Slovenia",46.4853,15.971,Juršinci,Slovenia
"Podlehnik, Podlehnik - Slovenia",46.3361,15.8786,Podlehnik,Slovenia
"Braslovče, Braslovče - Slovenia",46.2884,15.0386,Braslovče,Slovenia
"Toconao, Antofagasta - Chile",-23.1903,-68.005,Toconao,Chile
"Trnovska Vas, Trnovska Vas - Slovenia",46.5231,15.8978,Trnovska Vas,Slovenia
"Šavnik, Šavnik - Montenegro",42.95,19.1,Šavnik,Montenegro
"Rinconada, Jujuy - Argentina",-22.4333,-66.1667,Rinconada,Argentina
"Jurovski Dol, Sveti Jurij v Slovenskih Goricah - Slovenia",46.6087,15.7796,Jurovski Dol,Slovenia
"Three Springs, Western Australia - Australia",-29.5333,115.7617,Three Springs,Australia
"Centar Župa, Centar Župa - North Macedonia",41.4775,20.5578,Centar Župa,North Macedonia
"Hrib-Loški Potok, Loški Potok - Slovenia",45.7015,14.5901,Hrib-Loški Potok,Slovenia
"Ravensthorpe, Western Australia - Australia",-33.5817,120.0469,Ravensthorpe,Australia
"Scoresbysund, Sermersooq - Greenland",70.4853,-21.9667,Scoresbysund,Greenland
"Kingston, Norfolk Island - Norfolk Island",-29.0606,167.9619,Kingston,Norfolk Island
"Vitomarci, Sveti Andraž v Slovenskih Goricah - Slovenia",46.5248,15.9346,Vitomarci,Slovenia
"Burubaytal, Zhambyl - Kazakhstan",44.935,74.018,Burubaytal,Kazakhstan
"Dobrovo, Brda - Slovenia",45.9989,13.5296,Dobrovo,Slovenia
"Leava, Sigave - Wallis and Futuna",-14.2961,-178.1585,Leava,Wallis and Futuna
"Pine Creek, Northern Territory - Australia",-13.8235,131.8262,Pine Creek,Australia
"Keflavík, Reykjanesbær - Iceland",64.0167,-22.5667,Keflavík,Iceland
"Šentrupert, Šentrupert - Slovenia",45.9769,15.0897,Šentrupert,Slovenia
"Basse-Terre, Guadeloupe - Guadeloupe",16.0104,-61.7055,Basse-Terre,Guadeloupe
"Umm al ‘Abīd, Wādī ash Shāţi’ - Libya",27.517,15.0333,Umm al ‘Abīd,Libya
"Dolneni, Dolneni - North Macedonia",41.4264,21.4536,Dolneni,North Macedonia
"Araouane, Tombouctou - Mali",18.905,-3.5283,Araouane,Mali
"Halfmoon Bay, Southland - New Zealand",-46.9,168.1333,Halfmoon Bay,New Zealand
"Bugrino, Nenetskiy Avtonomnyy Okrug - Russia",68.7831,49.3036,Bugrino,Russia
"Shoyna, Nenetskiy Avtonomnyy Okrug - Russia",67.8778,44.1547,Shoyna,Russia
"Buur Gaabo, Jubbada Hoose - Somalia",-1.2175,41.8378,Buur Gaabo,Somalia
"Podvelka, Podvelka - Slovenia",46.5864,15.3286,Podvelka,Slovenia
